agency_name_web_scraped_list,placeId,placeId_1,placeId_2,placeId_3,placeId_4,placeId_5,placeId_6,placeId_7,placeId_8,placeId_9,placeId_10,placeId_11,placeId_12,placeId_13,placeId_14,placeId_15,placeId_16,placeId_17,placeId_18,placeId_19,placeId_20
Well Bound of Santa Rosa,ChIJj_5pcYY3hIARzDTOPkkv95s,ChIJj_5pcYY3hIARzDTOPkkv95s,,,,,,,,,,,,,,,,,,,
Well Aging Med,ChIJ-3E8sNwhm4ARViVdEDjoAkA,ChIJ-3E8sNwhm4ARViVdEDjoAkA,,,,,,,,,,,,,,,,,,,
Welch Medical Clinic,ChIJ911821vgt4cR0rDlEL2WNyY,ChIJ911821vgt4cR0rDlEL2WNyY,,,,,,,,,,,,,,,,,,,
Welch Cancer Center,ChIJA4xw9PD6NVMRIeLOZDiNjd8,ChIJA4xw9PD6NVMRIeLOZDiNjd8,,,,,,,,,,,,,,,,,,,
Weiser Family Medical Center,ChIJtSAKvSR5pVQRrMrasby6mQE,ChIJtSAKvSR5pVQRrMrasby6mQE,,,,,,,,,,,,,,,,,,,
Weill Cornell Medical Center,ChIJWwL0jcNYwokRVCXGXtBSsgU,ChIJWwL0jcNYwokRVCXGXtBSsgU,ChIJHVqn_cNYwokRUWwaae6BK7w,ChIJu7sYmMNYwokR0axvTTUw0CY,ChIJ12bCjMNYwokRTeV3ADvL0Ew,ChIJE3zg-sNYwokRJmyckvHBhVU,ChIJo8z7FsdYwokRoMacVD6LoFM,,,,,,,,,,,,,,
WEA Trust (Wisconsin Education Ass.,ChIJr-OEkw_0qFIR1kmG-LjV1fI,ChIJr-OEkw_0qFIR1kmG-LjV1fI,,,,,,,,,,,,,,,,,,,
WBRM,ChIJZ-M1lvCyUIgRQt15Bu_AtcY,ChIJZ-M1lvCyUIgRQt15Bu_AtcY,,,,,,,,,,,,,,,,,,,
"Wayne E. Yakes, M. D.",ChIJnQdYi6yBbIcRvuuGXslbn38,ChIJnQdYi6yBbIcRvuuGXslbn38,,,,,,,,,,,,,,,,,,,
"Wasilla Internal Medicine, LLC",ChIJrTcXIoTgyFYRxFIakVE0dSs,ChIJrTcXIoTgyFYRxFIakVE0dSs,,,,,,,,,,,,,,,,,,,
Washoe Medical Center,ChIJoZyMTKlAmYAR02Vln_EZVqI,ChIJoZyMTKlAmYAR02Vln_EZVqI,ChIJy676oq5AmYARr3pkWmCoIqA,,,,,,,,,,,,,,,,,,
Washoe County Social Services,ChIJIwoUfUVHmYAReJzV2SNqsUM,ChIJIwoUfUVHmYAReJzV2SNqsUM,ChIJ8_3mebZAmYARu6pN5_K0IZ8,,,,,,,,,,,,,,,,,,
Washington County Developmental Disabili,ChIJW0wgz18PlVQRwanlYsQxkJI,ChIJW0wgz18PlVQRwanlYsQxkJI,,,,,,,,,,,,,,,,,,,
Washakie Medical Center,ChIJg1o-Zl1tS1MRR_YCBpi_1s8,ChIJg1o-Zl1tS1MRR_YCBpi_1s8,,,,,,,,,,,,,,,,,,,
Warren Klausner D. O.,ChIJr8qARzhAjoAR7NSlp2-Jh7I,ChIJr8qARzhAjoAR7NSlp2-Jh7I,,,,,,,,,,,,,,,,,,,
Warner Mountain Medical,ChIJMUVWOoKRyVQRarpqvsRX3XQ,ChIJMUVWOoKRyVQRarpqvsRX3XQ,,,,,,,,,,,,,,,,,,,
Wanda Meurs MD,ChIJ_SCSZFlLUnkRo0oOZWBzR9U,ChIJ_SCSZFlLUnkRo0oOZWBzR9U,,,,,,,,,,,,,,,,,,,
Walton Pediatrics on Scripps,ChIJU_qXJVjamoARXG8jmSRxfrc,ChIJU_qXJVjamoARXG8jmSRxfrc,,,,,,,,,,,,,,,,,,,
Walter Reed National Military Medical,ChIJuwa-HFzJt4kRwcSeUDrEDWk,ChIJuwa-HFzJt4kRwcSeUDrEDWk,,,,,,,,,,,,,,,,,,,
Wallowa Valley Care Center,ChIJF1qi44X5o1QRwMH488Altfs,ChIJF1qi44X5o1QRwMH488Altfs,,,,,,,,,,,,,,,,,,,
Wallowa Mt. Medical,ChIJPQZbje4HpFQR06J3cBZLYmE,ChIJPQZbje4HpFQR06J3cBZLYmE,,,,,,,,,,,,,,,,,,,
Wallace Rheumatic Study Center,ChIJcy7Lgq2-woARFWBHssCsWgk,ChIJcy7Lgq2-woARFWBHssCsWgk,ChIJAQAAAFG5woAR4e-UQkT0mSc,,,,,,,,,,,,,,,,,,
Walla Walla VA,ChIJAWgduAtqolQRHxR1JvU7eao,ChIJAWgduAtqolQRHxR1JvU7eao,,,,,,,,,,,,,,,,,,,
Walla Walla General Hospital,ChIJhwFR83pqolQRTeRwHwObIfg,ChIJhwFR83pqolQRTeRwHwObIfg,ChIJ7SaNYPlpolQRFrfnx3RHX5A,ChIJdVZpf9BBolQRN5Ca-19tcaM,ChIJn0eCVdZBolQR9VIXRVi-zdg,ChIJlRVHfdZBolQRUqku75ttZOA,,,,,,,,,,,,,,,
Walla Walla Clinic,ChIJdVZpf9BBolQRN5Ca-19tcaM,ChIJdVZpf9BBolQRN5Ca-19tcaM,,,,,,,,,,,,,,,,,,,
Wall Street Family Practice,ChIJ__gD8WgvwokRAeuKTaHq8yw,ChIJ__gD8WgvwokRAeuKTaHq8yw,ChIJdzAXRhdawokR0mv4fNHqo_Q,ChIJT8fN6lhyaYgRQgQcCVlTt0k,ChIJtSSu0J7IuFQRtJ83PuhJato,ChIJx-yEuyJawokREM53oTZ0oJg,ChIJNwisSxFawokReEeiWl4afM8,ChIJiSidl21qolQRM-eDy6OSOH0,ChIJVVVF157IuFQRmOz_C77fkpA,ChIJTWkDuxZawokRTCk6cB1kRe4,ChIJBVx6vYKbLIgRj989p3C-DYA,ChIJR3-u0ruSGYgRajDJWAsFAAA,ChIJM-RkH5a4yIkRUNN_Qsot8Wk,ChIJY-VUwhx6z1QRQGuNN4wBMu8,ChIJw9nSfRhxhlQRBev2LCCiV7k,ChIJQ_oW37U0K4gRZD9iCApRpaU,ChIJP-rSDBB3o1QRauoBWIIlhP0,ChIJw_gE6D1rskwRAD2fDoHqrOE,ChIJtTFycWOHwYkRkhg6gJZy2T4,ChIJ-e9H-tZBolQRP-Btyt1bzaI,ChIJ8S8hsLY0K4gRLirdwO8gUrc
Waimea Medical Associates,ChIJYe7jM8uDU3kR-aXbTiFTw94,ChIJYe7jM8uDU3kR-aXbTiFTw94,ChIJdYes69OcU3kRqoEbIxQUpiE,,,,,,,,,,,,,,,,,,
Wahkiakum Clinic,ChIJ4RdYAsR4lFQRshSWFX0Z0Qg,ChIJ4RdYAsR4lFQRshSWFX0Z0Qg,ChIJgaOvApZ4lFQRwTtrYG9VC40,,,,,,,,,,,,,,,,,,
Wadena County Social Services,ChIJG233ZOI8tlIR1LE24P_Lsxs,ChIJG233ZOI8tlIR1LE24P_Lsxs,ChIJLViOJVTKt1IRkwX0Xn7hDxo,,,,,,,,,,,,,,,,,,
W. Pettit MD,ChIJk-_DU4eyt4kRJWdpwxyK5hU,ChIJk-_DU4eyt4kRJWdpwxyK5hU,,,,,,,,,,,,,,,,,,,
Vyncacare,ChIJQ1uv3bf_01QRB6pA9lLoKuM,ChIJQ1uv3bf_01QRB6pA9lLoKuM,,,,,,,,,,,,,,,,,,,
"VVS, M.D. - Integrative Medicine & Oncology",ChIJB6Vq4LDl3IARzuwEZP9bKe0,ChIJB6Vq4LDl3IARzuwEZP9bKe0,,,,,,,,,,,,,,,,,,,
Volunteers of America Southwest Safe Hou,ChIJV4dEpaVV2YARkxL22NmyrQY,ChIJV4dEpaVV2YARkxL22NmyrQY,,,,,,,,,,,,,,,,,,,
Volunteers of America - Senior Comm. Care PACE,ChIJe-c1-1XlrIkRG412ni34XN8,ChIJe-c1-1XlrIkRG412ni34XN8,,,,,,,,,,,,,,,,,,,
VNA Hospice (Home Health Systems),ChIJOUsPMfHIJIgRum5MO2iEK3A,ChIJOUsPMfHIJIgRum5MO2iEK3A,ChIJI0y4YNfuwIcRS97DET9abBo,ChIJiZqI-Zemw4kRj_cenRnuC28,ChIJP0KuojBo3ogRQ1tCjR62OX0,ChIJQR6DgBTaxIkRkFm1KY7Hm-M,ChIJGwqea3YTTIYRiE4aczJRyg0,ChIJmcmjNxplbYgR4nAeYL7Ec04,ChIJ6yEgtiPkjYARjepjUFl8OhY,ChIJW2BQrIUT6YARwqMMMGwZi6A,ChIJLzIIRa7e3IAReJwZnbMIkp4,ChIJoR8R2Ope3ogRAEKyXEqHSJc,ChIJuYJcNzye5IkRHKaZh73Ttys,ChIJMVBCQMH4jYAR7WUHJsZor3Q,ChIJuwMyk69yaYgRrsCKcLo1v5k,ChIJn3Lz4ElSaIgRQJESZUOW1iQ,ChIJQQLilmmcToYRv-GXFh0Z7gc,ChIJARsp_Zqs3IARYb0XFMIoK6I,ChIJ9xS_7l_KTYYResFFWeYf77k,ChIJ6-vTrEfvaIgRAIu8InpwHdU,ChIJAY9TWFNO4okRzXX8LkX-O0U
"VMMC, Neurology Dept.",ChIJcxhx-rVqkFQRTjF0BaDZUVg,ChIJcxhx-rVqkFQRTjF0BaDZUVg,ChIJTTUmiJZrkFQREkII1tNNTRo,ChIJqXdd6gRdkFQR3AfrHX2HRoY,ChIJdVPYeK9XkFQR-P2JEZ-1EII,,,,,,,,,,,,,,,,
VitreoRetinal Associates,ChIJKfoogjtTGIgR9sLHtymf4HE,ChIJKfoogjtTGIgR9sLHtymf4HE,ChIJw_WpHCNf7IgRn0NITnJ7KrI,ChIJcZp05P5bkFQRZm3cQ1W0wIA,ChIJ8ctXChIk9ocRPdw-ifcreuI,ChIJ55a8SpDX94cRUyikUloyJGA,ChIJFUIKxruJwokRjI5zGHqdBbg,ChIJv9axQ0QG5IkRy1QLrw8ywaY,ChIJF_Xq6vQ574gRz_1BkYFSnXY,ChIJwxECqY99I4gRwmCKIHonI-s,ChIJa1Ap20Zm7ogRtVN8O3mFlMw,ChIJARshlktTa4gRTe4f73M6mO4,ChIJ44wdwZg1s1IRGfo605ogbjw,ChIJOV74usKXJIgRHJRPPebh0Uk,ChIJmXgddVLNNoYRyR1XwZ_JguY,ChIJyc3qU57QMIgRUOcbijs_bTQ,ChIJ6Zs7wV38M4gRjyFidoBUpvY,ChIJ_dOCfw7juocR-gPg47lhaWE,ChIJC2oI1NDWNogRiB8fmz60790,ChIJq6cbptbm84gRS5sww6dAcMQ,ChIJ6QmmgIl9wokRVcBRIDAvNXY
VITAS Innovative Hospice Care,ChIJD8HQJ2DWmoARYB3ktJkjvic,ChIJD8HQJ2DWmoARYB3ktJkjvic,ChIJQ46r1sLIj4ARQQp-8XjXy88,ChIJTzO1RlZghYAR-gkp66e99lE,ChIJxwf3nZWAhYARpJr0d_GN9lY,ChIJc0D5E5AWhYARBzk8Mljoaw0,ChIJXXj5ncKej4AR9eQMlzRt56c,ChIJCxsJJG6l3IARSk61oZAyIpY,ChIJU5bLmmQVkIARHiUrNS71JXk,ChIJjbAp2GLc3IARBF6b2k9XWeQ,ChIJWyHmHLTXmoARnCfiFwMiyGE,ChIJJ8TEJYdV2YAR1NkGiE9Hbj4,ChIJU6hLI6nKwoARHyxq8DA3Hrw,ChIJGbUlWDCYwoARIRSJ2NvmuBs,ChIJNzkVE4kow4ARScfrBjSNREo,ChIJxYpazhFplIARSgSTfmp_QE4,ChIJbYyU4-MF2YgR10L12CJRnbk,ChIJBcOiJhZp6oARp019HW5kXOo,ChIJY_aBy2Tb3IAR21yW3eKtZZQ,ChIJ6RP-EthawoARVJEsWl2yYFM,ChIJqSqM5EkbBYgRTNmfBzIcXac
Vitae Integrative Medical Center,ChIJmY8e9ESWyFYRKYaQSiDHung,ChIJmY8e9ESWyFYRKYaQSiDHung,,,,,,,,,,,,,,,,,,,
Vistacare Hospice,ChIJE7uWsXVeXIYRCqeoK7-AsTU,ChIJE7uWsXVeXIYRCqeoK7-AsTU,ChIJwVs9-9h33IAR0h3nFQ9r5oY,ChIJ3_4sQ_WJ9IgR6BCIwLnfez0,ChIJnyqNV-kFU4cRTXjF9NNSN4A,ChIJvQHv1QnLRIYRh_YZwcQyuSo,ChIJqZ4VgCTjW4YRhT8hA8DB26k,ChIJYwLRR8D1aIYRyVP-5GPm1oM,ChIJW4Us_n9s9ogRMnY2iCLpsd4,ChIJ8xob1vR1V4gRcT5vO7jq9O4,ChIJ8w6lYoCKUocR0N268b3VfoQ,,,,,,,,,,
VistaCare Center,ChIJq6pGNl2QwoARV6muG722VCs,ChIJq6pGNl2QwoARV6muG722VCs,ChIJW0RfUOItw4ARbO3FeI0F-ms,ChIJIc12QO6nBIgR3f_SOVgxmjY,ChIJMwfKDPGYQIYRRHPjVhBWews,ChIJ2YztQ23HwogRDvtFk1Riw8o,ChIJ7y4xf6V23IARHBDF1OW3LUg,ChIJMQ33iAFshVQRX7Fduak14ao,ChIJZSy78voRgIcRWmV3ZYjV0TI,ChIJpZ0_0XMB0oURLe45ZJGLoQY,ChIJawcGLFDDyIARapC5lXzqACI,ChIJDQrmoDMo3YARYOiHkpE6YAA,ChIJFcuGVSvFwoAR23fG5DHx5oM,ChIJpcVoYoJVwokRV6v-5A5lDoM,ChIJ30o8q0NDwokRr2Od2MCQ_Ww,ChIJpZWuDtUEm4ARbN1ruwUU5Zc,ChIJ4bqacbtE54YR9VoVAipj5AU,ChIJB4ugcUlQAYcRdZs66-u3nM4,ChIJ7zjTahvNj4ARBZ6HcGO08gs,ChIJheESlvU_6YARo5rKDIxvqUU,ChIJT1U3irDWY1MRJI0yiVdkQ2k
Vista Oncology - Joseph Ye,ChIJiVvliS4LkVQRAygZFqsn2bQ,ChIJiVvliS4LkVQRAygZFqsn2bQ,ChIJiVvliS4LkVQRuDwqIgT1oV0,ChIJdQdNqB11kVQR9BBrjfZUnYo,ChIJhcifnQh1kVQR6GwuQNpnbwQ,,,,,,,,,,,,,,,,
Vista Care Hospice,ChIJwVs9-9h33IAR0h3nFQ9r5oY,ChIJwVs9-9h33IAR0h3nFQ9r5oY,ChIJE7uWsXVeXIYRCqeoK7-AsTU,ChIJ3_4sQ_WJ9IgR6BCIwLnfez0,ChIJgSg9qyVvlVQRlMQw3BTVJrY,ChIJ_7QPT1MP2YgRvahwoiZpzA8,ChIJYwLRR8D1aIYRyVP-5GPm1oM,ChIJnyqNV-kFU4cRTXjF9NNSN4A,ChIJowEjgexdXIYROhrILsr6lRI,ChIJW4Us_n9s9ogRMnY2iCLpsd4,ChIJB0H7KQkE2YgRICv3ySmFwFo,ChIJIc12QO6nBIgR3f_SOVgxmjY,ChIJ-zepYjqZToYRMZ3rQASx6UU,ChIJV8ia9DdGToYRuOuvGOU2Epk,ChIJh6bFluAk6IARjyhdELjUxWU,ChIJvQHv1QnLRIYRh_YZwcQyuSo,ChIJq6pGNl2QwoARV6muG722VCs,ChIJl8ho5x64t4kRMWiYtA-_U7M,ChIJcQumACog2YgRZt9DJ9l4FZg,ChIJ8w6lYoCKUocR0N268b3VfoQ,ChIJqZ4VgCTjW4YRhT8hA8DB26k
Visiting Nurse and Hospice Care,ChIJW2BQrIUT6YARwqMMMGwZi6A,ChIJW2BQrIUT6YARwqMMMGwZi6A,ChIJOUsPMfHIJIgRum5MO2iEK3A,ChIJiZqI-Zemw4kRj_cenRnuC28,ChIJv2nj48kO9YgRfHIjjo2hoFw,ChIJP0KuojBo3ogRQ1tCjR62OX0,ChIJmcmjNxplbYgR4nAeYL7Ec04,ChIJI0y4YNfuwIcRS97DET9abBo,ChIJdS6rDUQUTIYRJsW94UjljhU,ChIJARsp_Zqs3IARYb0XFMIoK6I,ChIJDeRsiE0k6IkR4Y_2bDXkPQ8,ChIJO4fJBfqZEYgRH-Kq77xMOLI,ChIJXQJuiwKdwYkR8pNbtgfh1zQ,ChIJmbwQby3LtEwRFOtyScchZUc,ChIJgUzsvGev3IARsKYFeoIFS28,ChIJiYgerr8y34cRZetXGrDUCHw,ChIJAY9TWFNO4okRzXX8LkX-O0U,ChIJ7_QCZkowwokRzvVLvfJfBRY,ChIJQQLilmmcToYRv-GXFh0Z7gc,ChIJ_Xmm87mr5YkRxj7QJ6N9rWs,ChIJGwqea3YTTIYRiE4aczJRyg0
Visiting Nurse & Hospice Care of SB,ChIJW2BQrIUT6YARwqMMMGwZi6A,ChIJW2BQrIUT6YARwqMMMGwZi6A,,,,,,,,,,,,,,,,,,,
Visions for New Beginnings,ChIJAQCkjuUgnlQRSQLeYiR7ziU,ChIJAQCkjuUgnlQRSQLeYiR7ziU,,,,,,,,,,,,,,,,,,,
Virginia Mason Medical Center - Plastic and Reconstructive Surgery,ChIJ7Uv2edtrkFQRjTKw1-sXFOE,ChIJ7Uv2edtrkFQRjTKw1-sXFOE,,,,,,,,,,,,,,,,,,,
Virginia Mason Medical Center,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,ChIJgTtB_LVqkFQRk2T_2wRKgGg,ChIJ_Rpr6rkakFQRA8TbsGBd3ec,ChIJf6FtSGJskFQRdHTTGDBA_Nk,ChIJI-3Pj69XkFQRu2GdXkmiFXc,ChIJVZjrIoMUkFQR5BoGcfXe35I,ChIJr59hkW0FkFQRox0vUyl53Sg,ChIJx3kMjY8NkFQRq7GZQx0MnLs,ChIJJYdyCLZqkFQRpYGa-t1yTbU,ChIJ21GxvIZvkFQRw-M0Emtyexs,ChIJ2wxKxMQ_kFQRuJdglY9g_-k,ChIJOdea7rVqkFQRY8eqNi4C7_4,ChIJ9yYRBCdXkFQRkjecq_q1iUg,ChIJ8dbfYXJVkFQRnlusQ2cgEw8,ChIJ7TVIC7ZqkFQRu-oOQrFv1lg,ChIJKSDo-rVqkFQRYnf9IkG2M5I,ChIJX7YTW3MRkFQRbNq9nsaJbvc,ChIJgTtB_LVqkFQRPKSFGMTg8JM,ChIJbU2BA7ZqkFQRPAgUFhnCIwk,ChIJU2Vf-7VqkFQRyta_tDIcFuY
"Virginia Mason MC, Neurology Clinic",ChIJcxhx-rVqkFQRTjF0BaDZUVg,ChIJcxhx-rVqkFQRTjF0BaDZUVg,ChIJTTUmiJZrkFQREkII1tNNTRo,ChIJcxhx-rVqkFQROlBRqYRtliU,ChIJdVPYeK9XkFQR-P2JEZ-1EII,,,,,,,,,,,,,,,,
Virginia Mason Kirkland Medical Center,ChIJx3kMjY8NkFQRq7GZQx0MnLs,ChIJx3kMjY8NkFQRq7GZQx0MnLs,,,,,,,,,,,,,,,,,,,
Virginia Mason Hospital Buck Pavilion,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,,,,,,,,,,,,,,,,,,,
Virginia Mason,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,ChIJx3kMjY8NkFQR9nFRWgZ3Ypc,ChIJf6FtSGJskFQRdHTTGDBA_Nk,ChIJ_Rpr6rkakFQRA8TbsGBd3ec,ChIJI-3Pj69XkFQRu2GdXkmiFXc,ChIJJYdyCLZqkFQRpYGa-t1yTbU,ChIJr59hkW0FkFQRox0vUyl53Sg,ChIJgTtB_LVqkFQRk2T_2wRKgGg,ChIJVZjrIoMUkFQR5BoGcfXe35I,ChIJx3kMjY8NkFQRq7GZQx0MnLs,ChIJ21GxvIZvkFQRw-M0Emtyexs,ChIJ2wxKxMQ_kFQRuJdglY9g_-k,ChIJX7YTW3MRkFQRbNq9nsaJbvc,ChIJOdea7rVqkFQRY8eqNi4C7_4,ChIJ7TVIC7ZqkFQR5Z4e6Ll2UxE,ChIJ7TVIC7ZqkFQRc007ZO6DoQs,ChIJubxMvkm0t4kRyXDEVPHaNaU,ChIJEfZFf69XkFQRBqio9ozzuOg,ChIJGUBn2KdpkFQRmUxnFLmjupA,ChIJyad0mSurkVQRA7EXQ7BS9u4,ChIJgTtB_LVqkFQRjQ5Ut1guSCg
Virginia G. Piper Cancer Center,ChIJRWtV1T51K4cRfQV4Gtke814,ChIJRWtV1T51K4cRfQV4Gtke814,ChIJRWtV1T51K4cR-Z9ctrwmZBU,ChIJ-XAOKB53K4cR3xSjft-tZNU,ChIJ2ea4JT91K4cRFL8D3GUg080,,,,,,,,,,,,,,,,
"Vincent Tso DMD, FACP",ChIJL02ELYnEwoARHP8rKS-wuzc,ChIJL02ELYnEwoARHP8rKS-wuzc,,,,,,,,,,,,,,,,,,,
Victims for Justice,ChIJdW6XA9qXyFYRhcbDFrP3e6M,ChIJdW6XA9qXyFYRhcbDFrP3e6M,,,,,,,,,,,,,,,,,,,
Victim Witness Services,ChIJVZl5MUGPLYcR5NgqIeOhV1I,ChIJVZl5MUGPLYcR5NgqIeOhV1I,ChIJeZLP9RrGxokRcVPCJedkrh8,ChIJ7SY9sNQpMYgRG-bVQ3Q7LCk,ChIJ3wgqf8EkxokRL4SIwAZyFvs,ChIJ_____yrRmoARtzYaQ3caJAc,ChIJQ_9NwYDwMIgRMD1_HTGXMBs,ChIJSbeZbiMRsYkRajIBbLw6XrA,,,,,,,,,,,,,
Victim Assistance Unit - Resources Inc.,ChIJQRt71M-Tt4kRm7d9YRNSkgg,ChIJQRt71M-Tt4kRm7d9YRNSkgg,ChIJ7SY9sNQpMYgRG-bVQ3Q7LCk,ChIJ0QoIPpwEyIkRsSQ6oQ_YIuk,ChIJtylrBqvZ3IARsyDcPnImTDc,ChIJ-Xn0zJwD9YgRqEdJk-ht7og,ChIJbej2MiegVogR35js_gYO5Ig,ChIJq6qqqoHMj4AR2D4Kq1Zid4g,ChIJEb-A0VKOk4cReZa4gZkNMNA,ChIJGaqiMJtw44kRD5gkC0F3LBo,ChIJ_____yrRmoARtzYaQ3caJAc,ChIJfZJjvV7QmoAR9fPcoe5s6OA,ChIJjYi_VDRxlVQRAnDtBZgoR34,ChIJT1knTb6oBYgRYs0-fbcHqgQ,ChIJR1F2xl7Nt4kRliRENKM8vag,ChIJHZqkGdds04kReZsnTlpbP6o,ChIJj780tw7l2okRTf0wP64xHrA,ChIJFbcNG_VLtokReHqYXurZTWE,ChIJeZLP9RrGxokRcVPCJedkrh8,ChIJAQAAQCFelIARDqly2tPuqV8,ChIJ0TucwCJ_bIcRZmwdoyvNwLU
Vetrans Administration Hospital,ChIJx46BwE_juocRkhy9V_ku-bc,ChIJx46BwE_juocRkhy9V_ku-bc,ChIJO6SyDxMXsocRcxBSHVfDW3o,ChIJ92fvpsfftYcRK0yymfElMz0,ChIJZb4zw3DjuocRwbJciAtvAiA,ChIJkzbh9zuNtocRGMCA2--pX60,ChIJVVVVVfQgU4YRui4prlsHB4g,ChIJrxOufoAcsocR7aNt5chfuxE,ChIJJQz8qKlpsocRfKAFhtNmzaY,ChIJ1w5NiBQpTYYRUO7Hf5_NhKE,ChIJP1coZeTytocRFxBglazhJ4U,ChIJp4ZHSGY-socRE1fCQGRX54k,ChIJ58EXxobUr4cRBGokmyFpznA,ChIJjTbLRIUbp4cRx_rEFVhNYps,ChIJaQgMGcLFvIcRoH2CCoNTUBA,ChIJpcUZzDEfrYcRamlg8F-6oyk,ChIJPcVA8AwXsocRLA44PzoV-R0,ChIJacOhe48auIcReRhu7zuW4k0,ChIJMY4TzdLQt4cRapVOCKZQuDs,ChIJUVTom122pIcRzrFlCe-aM3k,ChIJKV9iF7D9tIcRVw1ihWDzgyk
Veterans In Pain,ChIJ69jnqMIRsYkRMKUtXdht_60,ChIJ69jnqMIRsYkRMKUtXdht_60,ChIJ2U0sb5S76IgRlft_shQ2GAI,ChIJr2NuGVm9XIYRfV6iqGvzGos,ChIJxQgBMTcrjIgRi9TMe4qYu_A,ChIJl5A_aIYq2YgRBC1WjaKv1P0,ChIJAQCMBZ62VIgRk4uHccQry7M,ChIJm1i9x822GYgRupLzG7NVJ5E,ChIJ3ePsnTG35YgRMwSXMJu3mYQ,ChIJlXZ7aGO7woARyDPcf0c0GM4,ChIJuajvej-w-IgR6e3Xuo4lmNE,ChIJkxXLwsBy04kRnHe9J2HZdvU,ChIJrTL2kQRtq4kRKC9HrqaMvpo,ChIJbcHq3Dk36IkR-BuJR3_MnIY,ChIJ5TXw3eWPToYRm7uKDUHrtHA,ChIJeQG_p6QbxYkRE6X2l-i465g,ChIJrapqgfS_QIYRTfVGjDzl4PI,ChIJkzbh9zuNtocRGMCA2--pX60,ChIJt-2Hzmh-1YcRxoa2rgXwL0s,ChIJBcL7jzNbK4cRdVLL97ScATk,ChIJQccfRMm80ocRIe0grhDT9g8
Veterans Health Administration North Idaho,ChIJhQV-EMDGYVMRs9AByYq7dNM,ChIJhQV-EMDGYVMRs9AByYq7dNM,ChIJ13aAcvd6CEERtGzVMtuyOxQ,,,,,,,,,,,,,,,,,,
Veterans Affairs Medical Center,ChIJl5A_aIYq2YgRBC1WjaKv1P0,ChIJl5A_aIYq2YgRBC1WjaKv1P0,,,,,,,,,,,,,,,,,,,
Veterans Administration,ChIJPfXLi_jQyIARgyVZCEO6KMg,ChIJPfXLi_jQyIARgyVZCEO6KMg,ChIJxa6eBEdjbIcRZ0L1KOhPZ3Y,ChIJaS-Ewoy_QIYRgBwB3H4pVes,ChIJlXZcdDd6_ogRhaiop_CT65g,ChIJdSVlKB8XsocRClLdVyItoUg,ChIJgdlYKhJV2YARMRODHg6ksns,ChIJ_X3b0ty3t4kR_Es3u-dqrnc,ChIJl5A_aIYq2YgRBC1WjaKv1P0,ChIJlxLklI0SK4cRO-AtVOaI0vk,ChIJizFfQw2awogR3s2QL7RUxjw,ChIJHX9Bqf-WuokRl0Z1CtupxFU,ChIJeWpnDY0aBYgRc8YMkahTUMA,ChIJNTwcLVgGZIgRwStXUaf5gh4,ChIJKZG7XSzlwIcRw6bGs4DH39U,ChIJNReyZ_USK4cRXxOtb5YrAtM,ChIJQ1USw723t4kRs766TATGUQ8,ChIJTcAX8sEbiYgR3qTf7RsRCNQ,ChIJyV8nNQ4KlVQROM0V-OlNoFo,ChIJ_8d3Nk0KIocR63Yf4v45iR4,ChIJVb7inWG7woARpX27zFwpPRw
Veteran's Medical Center - Spokane,ChIJ9yLXsYUZnlQR_V_Z4XiazjA,ChIJ9yLXsYUZnlQR_V_Z4XiazjA,ChIJU2qNwIUZnlQRGf3SHSVjuhE,ChIJF7YMO4QZnlQRf76blnZXanY,,,,,,,,,,,,,,,,,
"Veteran's Affairs - Fallon, NV",ChIJASr_TdqGmIARNmvECLpkwNM,ChIJASr_TdqGmIARNmvECLpkwNM,,,,,,,,,,,,,,,,,,,
Veteran's Administration - Anchorage,ChIJY-m_Ji-UyFYRx65UJQnZD5E,ChIJY-m_Ji-UyFYRx65UJQnZD5E,ChIJRYzvJi-UyFYRCTyhmN-QHhk,ChIJt9v_0CiUyFYRyxHD3jmvmzI,ChIJ7Qz3cvWWyFYR6FtDK-_aUl8,ChIJe2QKGaOWyFYRDZv6X_Rd37I,ChIJHZZidcaXyFYRTHchbxfD6GQ,,,,,,,,,,,,,,
